Doctor,Holmes,Watson,Wilson
0.5071614829768889,0.4880470843263822,0.4919815696199016,0.4447113289760349
0.44150001051458376,0.44664922340972507,0.5011001555247747,0.5544950202303143
0.3777374718734886,0.4693060620091766,0.49558836445564597,0.43118658574540925
0.2959255988055433,0.5325332049984329,0.5224651457871186,0.4049377528789293
0.4762685845267386,0.5490357443945013,0.5612106110943321,0.528844537815126
0.5976436817866381,0.5361039673664486,0.5067325477249295,0.40470821661998124
0.5980895001366896,0.4945293066601268,0.4907367465466904,0.36439075630252094
0.5031291401173428,0.4262473830380147,0.44005693317642003,0.45726968565203857
0.4271602212268416,0.4414303549599419,0.43657132963267686,0.3935574229691876
0.5056631547957017,0.443871156305028,0.4700219401021325,0.3457889822595705
0.43692511513469184,0.4912478659509456,0.5130849363146878,0.42888966697790226
0.39770046053876734,0.5305040711453842,0.5192506083865346,0.40428804855275435
0.5047904443463083,0.5290935156156051,0.5203015635794305,0.46806567071272953
0.5499726620823082,0.5165603469145494,0.5082634686884887,0.49263694366635546
0.5173606291926902,0.5204134713138672,0.500847254189275,0.4890009337068161
0.4986183836981894,0.5047796701862497,0.4849756211444262,0.46310924369747897
0.4379565957983724,0.48387074756499837,0.44195661796102853,0.32800809212573917
0.48837928206422304,0.4481197090654751,0.41438283916030505,0.35883831310301895
0.47454524425378,0.46477336391150637,0.4426818997628942,0.46110722066604415
0.39090067924210875,0.48592307228575315,0.5118690832022829,0.41773576097105514
0.32817172418143964,0.4961387402537597,0.49348950902078403,0.4204069405539994
0.47506571614829773,0.5039229179429929,0.516601176156108,0.4001486150015562
0.5429615376527244,0.5274056086707175,0.5645182463887355,0.4025497976968565
0.5131285092423191,0.500663571289469,0.5294642900537048,0.39796763149704323
0.462858284440519,0.4593115634290353,0.48598840680837474,0.47328742608154367
0.2971126953083927,0.47056666202691505,0.5138447425335958,0.44599439775910366
0.3982808655605325,0.5155715984702076,0.5324343532703597,0.6034088079676315
0.46999242949971604,0.5448228419710044,0.5647715122354257,0.6419366635543107
0.47367779109625047,0.5062323543457272,0.5381696070569366,0.5980999066293183
0.4704151157655668,0.49517568403985396,0.5275905983885133,0.46192966075319025
0.4243296952873636,0.4777478377021172,0.48818952498984575,0.4672066604419546
0.47958593569280594,0.4895602036188169,0.49455625969860134,0.47622860255213195
0.3773484322755662,0.5446598746383282,0.5027902550536874,0.44605197634609395
0.42589216242928946,0.5174944362433415,0.4979244559236539,0.4372564581388111
0.5033394317918953,0.5116204316989098,0.5244053954599263,0.4105866791160908
0.5023310832124156,0.4408784454496188,0.5006642522139716,0.42295596016184256
0.4256335036695898,0.5072503931952834,0.5014845499328258,0.4824408652349829
0.5500851681281939,0.5047523998089811,0.5335148251908477,0.46460084033613447
0.5878367295438773,0.4778997816791672,0.469663321842552,0.4367701525054466
0.5489537989191008,0.5002130577131453,0.48524778082115694,0.5391464363523187
0.5704067040985847,0.5017254194951003,0.5102727932318951,0.5967382508558979
0.4830504910310601,0.48719977729191905,0.5200801143523678,0.5472790227201992
0.4625049944272706,0.5274127103314645,0.5218363553046792,0.5416557734204793
0.4348442790149938,0.5526586566246028,0.5422017951308248,0.5643775287892934
0.424527369461443,0.5673719957213283,0.532943523330452,0.5506279178338002
0.38705023868105065,0.5012752767832822,0.5354210364615336,0.44916199813258634
0.3774840704056527,0.5062934523003542,0.5161238487521568,0.4447206660441954
0.4450581456480139,0.49943964740412206,0.4790122788198169,0.4607259570494865
0.5932149391205602,0.4992773586745839,0.5206212832876826,0.48461484593837534
0.4995257922738839,0.5102681334594588,0.5328905043099109,0.5360838779956426
0.43950854835657055,0.5156134351427417,0.5121127762908035,0.4690452847805789
0.42219102895716354,0.5330049762125928,0.5066323331840573,0.44602629940865235
0.4345246356696738,0.5349384664768471,0.5256639397758083,0.5114775910364145
0.47250541501061977,0.5703500613741304,0.5581802299544882,0.4644444444444444
0.5709545139107943,0.5554533021617771,0.5525042265940422,0.5162939620292561
0.5667812756292978,0.5103343761727603,0.5185465289855827,0.42185574229691875
0.532922213109583,0.49826507217023275,0.48524896114310706,0.38395191409897295
0.49584568796921324,0.5322417291691719,0.5417808714941834,0.44489028944911296
0.47397535381574246,0.5485565479994937,0.5825246131841963,0.5110753190164955
0.5256860765882279,0.4873871191024258,0.5286400434636201,0.5554232804232804
0.5802189136332092,0.5142935599299682,0.47853289453129066,0.4204917522564581
0.5705213130612159,0.5081493135219092,0.515901540320145,0.5080835667600373
0.5365318697032784,0.5099395396166934,0.515278755593511,0.5288842203548085
0.5470538136395179,0.5205060296256037,0.5267788580037978,0.4699540927482103
0.5193237019746388,0.5256972962872833,0.5623267530384611,0.49004435107376293
0.4492555674720838,0.5009270507939183,0.5189752982916576,0.4738958916900093
0.4475479990747166,0.5027006826747569,0.49147207844280816,0.5571016184251478
0.4398944335793746,0.5042974832029942,0.5045830078769133,0.5506139122315593
0.6112579647971736,0.5087347665431609,0.530641053680348,0.5266853408029878
0.598535318486741,0.5320767575900184,0.5377278542094099,0.47690943043884226
0.5590215128383067,0.5783564105744676,0.5644056818615761,0.45334967320261443
0.5119098689882866,0.5196476124374383,0.5213808117837789,0.3822268907563025
0.4609929972872374,0.5010114816494664,0.5248960101646548,0.3231185807656396
0.4972304586461422,0.4797410134795834,0.5120559212239244,0.4355104263927793
0.5335373162576493,0.4966513381264809,0.5329807295083959,0.4163103018985372
0.4035497234664479,0.48614415487554263,0.5538373047695422,0.3741184251478369
0.42751876853195386,0.5124356155545939,0.5198990737944227,0.46162153750389046
0.60031964334532,0.4735603039889555,0.49679978268189967,0.5334780578898226
0.5477614451243875,0.46914452289938396,0.5155866026515585,0.5592429193899783
0.4977320042899501,0.49895202370502795,0.5255600106923282,0.5654839713663243
0.4113631106344499,0.505159790523102,0.5176624157718785,0.4687581699346405
0.44217294387315215,0.5067207513367694,0.47752717344136747,0.3307882041705571
0.5139171030218913,0.4750986183955739,0.4543319985280691,0.4830757858699036
0.5575820663259942,0.5074150096913997,0.48582961011188763,0.46094070961718014
0.4365013774104683,0.4967476918813499,0.4843927417143135,0.4207773109243698
0.44912518663386114,0.4820870471073673,0.5093493822403204,0.4727645502645503
0.5862553361512417,0.4951087153790093,0.5045429984343377,0.5334975101151572
0.59275440035329,0.5085531060612517,0.5313402642532554,0.44098817304699656
0.5517254431897041,0.5393891009392183,0.5302253460252657,0.4572945845004668
0.45156562151704416,0.5350324135577964,0.5156829290730653,0.4235908807967631
0.3876117174521061,0.5083982267310929,0.5150866755537967,0.44305788982259575
0.44668264883393255,0.49013168214986524,0.5188507396105632,0.4992569249922191
0.4866527874161462,0.5080764978270496,0.502852699292154,0.48992530345471524
0.5004153260572414,0.5162912413166416,0.49579889570466956,0.5100210084033614
0.4871269951422623,0.4964003812171489,0.5041460804632416,0.41879240585122945
0.616398544781612,0.501246380914776,0.4820236966989172,0.5011328976034859
0.6102180724665109,0.48416488257167234,0.47349284169452577,0.44677715530656703
0.5504121716821231,0.5063962291128321,0.46484773846842814,0.5059679427326487
0.48366138834563543,0.5187900474485627,0.4983592917373992,0.5135146280734516
0.5487782053708493,0.5189933995586871,0.5023052555570598,0.4531574852163088
0.5411824700860093,0.4906220123707774,0.4750586602651558,0.3036811391223156
0.5446512312577545,0.4896322618031969,0.4954642744317965,0.357636165577342
0.36952453052383655,0.4427464662925196,0.45284182470830425,0.5354901960784314
0.4411256913338801,0.5023841616552615,0.48818405732198833,0.3679824151882975
0.5400815931697264,0.528456212580166,0.5454587026178846,0.4283877995642701
0.6323712489222552,0.5274723090466005,0.5327981180807965,0.3918183940242764
0.6063255735705423,0.5244565730289026,0.5573375842281216,0.4943627450980392
0.5723056379197947,0.5110277586558987,0.5467355506028321,0.46471755368814194
0.5439667318570858,0.5059754320413676,0.5572048066875653,0.4780874572051042
0.6032637267890564,0.5134269521597414,0.5310037509937269,0.3613857765328353
0.5348589994322126,0.5275825268213945,0.5145745199734775,0.44439853719265476
0.45096944461968747,0.5577460891154267,0.5141540302787296,0.4991020852785558
0.5028946649002165,0.5322021492466085,0.48987563225333874,0.5754738562091504
0.5697253590730342,0.5861517457618077,0.5735250315041814,0.601171802054155
0.5756524299202994,0.5557002821410907,0.533906492465033,0.5849299719887955
0.49496982314470167,0.527797194244309,0.5307618891399967,0.44723389355742305
0.47111118120833595,0.5190923730372983,0.5344344869244629,0.3688429816370992
0.5881332408049966,0.5152323205733851,0.5119271793429773,0.3169732337379396
0.6556757722961748,0.5091320413360844,0.5162762404662965,0.5113390911920324
0.6156572666288141,0.5203325991794269,0.49387797380379583,0.5207306255835668
0.4959424221395074,0.5459533080009205,0.5135899318537651,0.4371389666977903
0.5845971862973945,0.5248808735863355,0.5432505111835505,0.41004435107376286
0.6078070784177654,0.5037141922429034,0.5022823694615995,0.421368658574541
0.5705497024372805,0.47956568136647315,0.5239043227555658,0.4340795206971677
0.5289403402519295,0.4997993938653645,0.4986807819285767,0.4052785558667912
0.5086692742834311,0.49337262761132006,0.5272202984131613,0.23652738873327112
0.5252486699051584,0.46445229782913283,0.4885953734851089,0.4273163709928416
0.490575778604925,0.4693150732275912,0.4717329382726335,0.5089558045440399
0.5315637288919732,0.4368739925505157,0.5209737222147005,0.5240017117958293
0.46178579690030064,0.4495202117999302,0.5021567519622853,0.5258294428882664
0.47160221226841637,0.47766462991036446,0.4927815848946563,0.4584064737005913
0.4902109225495762,0.48340261397928785,0.48043588595312736,0.5920136943666354
0.5879197947553256,0.47036504587830663,0.47651364139736235,0.5374618736383442
0.5491914285113453,0.4745360011589911,0.4607361563857153,0.4977699968876439
0.5316720291043678,0.46305116383594463,0.5045336600047907,0.5043215063803299
0.5796532290286628,0.44630731000769197,0.5024511121062845,0.4809267040149393
0.49017937879839335,0.4639536744466149,0.5419048747296542,0.36003968253968255
0.4235936744264294,0.4998345865397331,0.5388178034208507,0.5385869903516961
0.47127626017285984,0.47808926976936644,0.484736996497221,0.5255882352941177
0.4122778794187538,0.4453910537381091,0.4982159086569672,0.5505088702147526
0.5023100540449603,0.47567515488722095,0.5236219914808528,0.4535107376283847
0.5617416356486447,0.49043553854102856,0.5195967551560976,0.47492530345471523
0.555138477067693,0.5127958196784179,0.49003490628590873,0.40596483037659514
0.5009526212857234,0.5289320633038883,0.48070712567304386,0.3769989106753812
0.5393834248102118,0.537106224747678,0.5213299277573535,0.5004512916277621
0.5950003154375118,0.49488943187660916,0.5242216037103768,0.5842997198879551
0.6238859798540576,0.46994115563905003,0.48966459763171866,0.617599595393713
0.5987466616196665,0.4641894653648849,0.4547690734819844,0.562819016495487
0.5426313797236768,0.48083316999513614,0.4819296354540941,0.46179660753190166
0.5626416840157298,0.49155304009471407,0.5722940164620197,0.4864534702769997
0.48258890080541705,0.5103430954340109,0.5152098629785077,0.375
0.5094547136878851,0.45505058276228094,0.48668124711428645,0.3514993775287893
0.42964166298656237,0.4692388171726363,0.4620003419462121,0.39234516028633676
0.42656614724623054,0.5113802219695083,0.5094833227451512,0.4924416433239962
0.463403991335983,0.49136571406567564,0.5106199901408403,0.3248902894491129
0.4814438626374781,0.46889391318235524,0.512458289505202,0.43915110488639897
0.5520408807015331,0.5208366671685174,0.5544723179787334,0.3937636165577342
0.5261234832712972,0.5243469233869682,0.5181091068781527,0.5000248988484282
0.4979054949214561,0.5063898612903623,0.4991700514134355,0.4667530345471521
0.5005604273126827,0.474974402458374,0.4618727369930258,0.5308660130718954
0.5218724370702164,0.49261460423391545,0.46768454680844423,0.42533691254279493
0.48202216474249776,0.46180100325950446,0.4829116286012837,0.462103952692188
0.479488150064139,0.5044372675586984,0.4689710022669125,0.437453314659197
0.34118772737787306,0.4958746452720457,0.5084956015649681,0.4428190164954871
0.4982135722246756,0.4981171998120112,0.48012436774666123,0.45847805788982254
0.46174479002376295,0.5208835933645869,0.5034500116296428,0.41447790227201986
0.4580667886358379,0.5049620881786386,0.511930503337881,0.45128695922813566
0.47849872773536906,0.500919791318488,0.5332131748230384,0.3936297852474323
0.46940571572771433,0.483243094897441,0.49181122139021094,0.4644117647058824
0.5251214434420541,0.4662306246967985,0.4741961833942588,0.48926937441643314
0.4491283410089795,0.4584485301613844,0.4510268106659446,0.4901953003423591
0.43911425146678446,0.500518768426837,0.4637091183342186,0.45011749144102076
0.4412876159232856,0.5338192526338481,0.4678483859097332,0.4712807345160286
0.529404033394318,0.5220139489242246,0.5090334031111898,0.49112356053532513
0.5019462494479845,0.5279413421760057,0.5098322727793458,0.37638577653283534
0.5498286122852397,0.51976148362215,0.5126306165099269,0.4981489262371615
0.46524194057157275,0.47522963614562264,0.48901670502713007,0.5028081232492998
0.41353647509095115,0.456289001926286,0.4303024488208932,0.5341892312480547
0.4334510966710828,0.5081728121282477,0.44429169400500595,0.5535605353252412
0.5052898870733707,0.5108326602537091,0.5215824906181762,0.5056263616557735
0.5854183752865223,0.5013950344556798,0.5614932374495327,0.511149237472767
0.4858242382184089,0.4873620502399888,0.5401251314843937,0.31010115157173984
0.46676865812882473,0.48560206932925293,0.49035877447866216,0.2955384375972611
0.4215454335162871,0.45598329910332847,0.46444738367753596,0.4863865546218487
0.5346455533825416,0.4711812713109003,0.5346823718916742,0.5523615001556178
0.5153418291169853,0.4935433120820081,0.5380276039117258,0.5081271397447868
0.5200775976279098,0.48649933260170447,0.49346187560100957,0.47359321506380325
0.5523184657119425,0.49534391449221715,0.48547900241965997,0.4447992530345471
0.5341723971147982,0.5092762760658567,0.5372097015521233,0.48261826953003417
0.5548640464324016,0.5145334619207373,0.5645541767775127,0.43988250855897915
0.5975616680335625,0.5331736012016641,0.5500230249568661,0.43125427948957357
0.52997182091561,0.5056446919189097,0.5467471194937114,0.4238460939931528
0.4407923790297142,0.49305463102453595,0.4990876458478704,0.440589013383131
0.4525045738439216,0.4791286057104296,0.5121977421135401,0.4029785247432306
0.5231362900342775,0.47047591069330197,0.4875481067983073,0.39436896981014624
0.555044897272517,0.47647356304207367,0.5077446130453348,0.501112667289138
0.5927417828528168,0.5040035691368768,0.5368180689932895,0.5411095549330843
0.5250930540659895,0.5154647026944963,0.49306228454784995,0.5790919701213818
0.5418217567766492,0.5154241601023649,0.5180777155215808,0.5619358854652973
0.5068723319243791,0.5373503403904903,0.5134280802063481,0.5844382197323373
