Clair,Doctor,Doran,Holmes,McCarthy,Ryder,Simon,Sutherland,Watson
0.49215576090576096,0.515489181664227,0.4268021164021164,0.5039271673124697,0.47661064425770305,0.5980380420324554,0.42265543088743873,0.4141697877652934,0.4778749657598652
0.5372248122248122,0.5176037429317718,0.3778546194546194,0.4942883420365254,0.4604341736694678,0.5410919675132623,0.5137423125674851,0.41629213483146066,0.49279685328051154
0.4921065046065046,0.5119738109589826,0.43510166870166866,0.49831625460577006,0.4790616246498599,0.4866798115894403,0.5220451309015226,0.449812734082397,0.4830689284575381
0.5239119676619677,0.4994000516662361,0.4154712250712251,0.5106819114197998,0.5974089635854343,0.4989601427163044,0.5723244605104612,0.42571785268414486,0.4775547305556918
0.49531579531579534,0.5159176784637906,0.45949141229141227,0.5050981700845103,0.6687675070028011,0.5598203527220944,0.6311468162684067,0.4451935081148564,0.4686743257248687
0.4889122451622452,0.4982278595826516,0.5148812372812372,0.477543066045237,0.4749299719887955,0.5656768852792513,0.6066612678590989,0.49132334581772774,0.4809956055086756
0.5372759185259185,0.4848032721949539,0.5411939763939764,0.49624088302153024,0.5111344537815127,0.5147849083767586,0.6216112702064065,0.5052434456928838,0.5008939373497523
0.55863418988419,0.4665308763167714,0.4854179894179894,0.5257420082500416,0.4255602240896358,0.4847820133640048,0.6535428696618311,0.5797128589263421,0.4900171164900489
0.546709077959078,0.5109742989178795,0.40759039479039477,0.5123905692968014,0.4931372549019608,0.593646620659437,0.5968424800087633,0.5447565543071161,0.4995164669495821
0.530643661893662,0.4787759350153563,0.4790170126170127,0.5217179287324556,0.5595938375350139,0.6287408259393142,0.5741733564934354,0.4735330836454432,0.46351796789399663
0.4734561734561734,0.5168408622520738,0.5080550264550265,0.5046761955687742,0.5489495798319327,0.6056530992285183,0.5613022862776396,0.4648564294631711,0.4913973899818476
0.4955560643060643,0.5350554034271936,0.5093548229548229,0.5124493090291035,0.5554621848739496,0.5712826471370672,0.5277545655133562,0.5063670411985018,0.49079796991774194
0.3978861416361416,0.5214829243089641,0.42308799348799353,0.5205415148240548,0.6406862745098039,0.4619086740841588,0.46938250160399353,0.4533083645443196,0.4983501431953098
0.3982101232101233,0.4862191566922127,0.3886827838827839,0.5170056933013559,0.5007703081232493,0.3921678168474093,0.3845230270879302,0.5197253433208489,0.5040484605226577
0.504906204906205,0.4328528143746951,0.4996535612535613,0.5159580740856647,0.36813725490196075,0.48914761435300375,0.4283809054347996,0.6007490636704119,0.5055890294608252
0.5108433233433234,0.49355136484973733,0.5244167684167684,0.524719180729327,0.38977591036414566,0.440997683989797,0.5384978013551789,0.6111111111111113,0.5065287463817887
0.5244882432382433,0.4977389936565343,0.5357128205128204,0.5101994696709886,0.4282913165266106,0.4993423626433814,0.5341032502386429,0.5410736579275904,0.5259872064547254
0.49181512931512933,0.49702223370360804,0.5306862026862026,0.512428424113401,0.5628151260504202,0.5972333067305134,0.44586287028777993,0.5190387016229713,0.5231189006565929
0.49920565545565554,0.5124811389534717,0.5597040293040294,0.4949124572806314,0.6109243697478991,0.5969121168020282,0.45745426662285027,0.4674781523096129,0.5035764684418387
0.5185388685388685,0.4719092855707684,0.5711785103785104,0.49551298870771376,0.5710084033613445,0.6460134891945605,0.5480709043393894,0.4993757802746567,0.4779549737117533
0.5376688126688126,0.498766095467723,0.5820109076109076,0.487540758919914,0.5341036414565827,0.6016509397054911,0.5531403064018903,0.5732833957553058,0.46391367295458635
0.5520699208199209,0.504526524871552,0.5046919006919006,0.4764089698271695,0.5647058823529412,0.5861712282678434,0.6275249205827582,0.5014357053682896,0.46218516604932214
0.4980272042772043,0.4682028990499153,0.4400387464387464,0.5000598460386996,0.45938375350140054,0.5695871085864515,0.6285303506877611,0.4882022471910112,0.4560902012911086
0.463729094979095,0.5128748241912798,0.4606398046398047,0.49826965051737765,0.4721988795518207,0.5315012597217658,0.6081396804531869,0.43370786516853926,0.4876651268826965
0.44980066230066235,0.4782440368552484,0.48357281237281236,0.4959283924458215,0.3733893557422969,0.5341192901741703,0.4266626762436818,0.5043071161048689,0.4580210893677738
0.4868314555814557,0.5318430035305262,0.5229948717948718,0.476917529975864,0.47556022408963583,0.4679244323427695,0.46597851431075216,0.5125468164794007,0.475481869593125
0.4743282180782181,0.523342162519016,0.5560260480260479,0.4680757492421841,0.41421568627450983,0.4322973882290347,0.4783957717165078,0.5116104868913858,0.47926984445779974
0.47737609612609616,0.5266833146760814,0.4933323565323565,0.4880493696583019,0.4932072829131653,0.44716601724488675,0.5725940096709075,0.5157303370786517,0.5090071342131515
0.4641014078514079,0.5202312006659204,0.47432836792836797,0.47829728268638333,0.47738095238095235,0.4173188269721296,0.4404272882337292,0.4575530586766542,0.4870309275294772
0.4863307988307989,0.496942047705158,0.4668727716727717,0.5154824568472856,0.5444677871148459,0.5175026994037838,0.4834616528175516,0.52103620474407,0.5014463564408249
0.5116781366781368,0.47517414391917107,0.47262515262515264,0.4943901912466889,0.48242296918767513,0.5555329953210334,0.5410684944368809,0.4600499375780275,0.526090777240838
0.47307322307322314,0.5105700852492896,0.49870215710215715,0.5009874602267949,0.48613445378151254,0.43891523089682793,0.6107635791746866,0.4716604244694132,0.49424561624065805
0.5375171125171125,0.5173899595281151,0.568030932030932,0.5037148078581873,0.46253501400560226,0.42403916874012176,0.5171470822966058,0.4247191011235955,0.4877587041488821
0.4802720427720428,0.5255717672723097,0.5659542531542532,0.5168121230160948,0.36792717086834736,0.3939333834092296,0.5013794344553464,0.4562421972534332,0.5165364427464063
0.4907250157250157,0.5611487815379317,0.5351098087098087,0.5033545088456471,0.44866946778711486,0.46597538456723475,0.5939189083454611,0.4936953807740324,0.5066916522551472
0.5125790875790877,0.5127876230661041,0.5109108669108668,0.5026854036773216,0.44495798319327734,0.4039935527283539,0.5432209755410543,0.49126092384519354,0.525918521255458
0.4929168054168054,0.5374763799190563,0.4756636548636549,0.5079768032529566,0.46897759103641457,0.48211273336150107,0.4691904135956058,0.5767166042446942,0.5220927268843317
0.4688048063048063,0.5455185625304975,0.5017894993894993,0.5060846726366426,0.45245098039215687,0.5062047165234809,0.5000375569222102,0.45149812734082395,0.5173247906752358
0.5112167924667924,0.4835158184792904,0.4170858770858771,0.4817905159227139,0.448249299719888,0.5802031985978748,0.46663223948797394,0.4468164794007491,0.5244380713503082
0.4626799126799127,0.46899273802347946,0.46325763125763125,0.47898844456889245,0.34866946778711483,0.45128632458570017,0.5124606825970612,0.47933832709113605,0.4955636677419091
0.5273580586080586,0.44423214213955625,0.5177986161986162,0.5148868914456946,0.46757703081232493,0.42368941990203907,0.5783746459477646,0.5060549313358302,0.4972387063770462
0.5019875957375957,0.46779987944544904,0.5404174196174196,0.5080066660744927,0.4610644257703081,0.4148608046570583,0.561833951457678,0.5583021223470662,0.527419415076289
0.45717083842083844,0.5031135222021298,0.5100997964997965,0.48103904759607774,0.5182072829131653,0.41814351438899583,0.560819914558002,0.5114232209737828,0.5179205506222505
0.512028712028712,0.5175051293091076,0.4859360195360195,0.49625644503870997,0.5498599439775911,0.40813576827378995,0.5493278875796129,0.5787141073657928,0.5183812700330341
0.4809417434417435,0.5497019317431614,0.4404867724867724,0.47504586622398726,0.45623249299719887,0.3648306808757023,0.4868930253665712,0.5905742821473158,0.5139387086256522
0.42362036112036117,0.5162996067625363,0.4781232397232397,0.48265640048840625,0.4496498599439776,0.49556124125627904,0.48172386272944934,0.5916354556803995,0.5268499842597588
0.38142436267436264,0.5332832056029163,0.48027871387871385,0.48995391710310077,0.43319327731092433,0.5724359576232728,0.5051030468053143,0.5905118601747815,0.5096063161294543
0.4430358992858993,0.5302276414363214,0.5056351648351648,0.4902008120626222,0.525280112044818,0.5871582711296809,0.4309899378745913,0.5397627965043695,0.506840844187967
0.4870393495393495,0.4704048566261948,0.46584517704517714,0.4913384221074607,0.4007703081232493,0.5224058338419166,0.4880803718135299,0.5137328339575531,0.5133592515822009
0.465570078070078,0.48497149745974333,0.42300724460724454,0.506985952340195,0.34971988795518205,0.5310642692831322,0.4638757178849193,0.4829588014981273,0.5101840662766357
0.443295362045362,0.5159754183529952,0.4967247863247863,0.5387188058165598,0.3427871148459384,0.46696164499319276,0.517516392031673,0.4867665418227216,0.511571483691475
0.4681166056166056,0.49460571198943715,0.4936143264143264,0.5236271978819782,0.4271708683473389,0.39304101528879704,0.5640768039059199,0.4384519350811485,0.5269456087793749
0.5113832926332927,0.5035792760986252,0.4978529914529914,0.5178471826540882,0.5311624649859944,0.41454704786942714,0.5638096020531117,0.4430087390761548,0.5259427285196814
0.4925211362711363,0.46544198168718964,0.4143882783882784,0.5073937248779524,0.544327731092437,0.36866618155642145,0.550133796535374,0.44357053682896375,0.5309072444970482
0.49292258667258676,0.5265978472401619,0.4721781033781034,0.47779489800980535,0.5787114845938375,0.40959266388119486,0.5028942303178254,0.5598626716604245,0.5202798701736742
0.5171393421393422,0.5163213065817045,0.4298930402930403,0.461314557890198,0.5081232492997199,0.518174811824171,0.5826788257202321,0.48620474406991254,0.5315897924536787
0.47794219669219673,0.5022648870518671,0.4449279609279609,0.45559531108053514,0.45434173669467787,0.5862443860225655,0.5388854983334116,0.5597378277153557,0.48355762410260184
0.42531403781403787,0.49680727919859924,0.5160599104599105,0.44941944326630595,0.47016806722689075,0.5773003614853762,0.6136953664147223,0.5694132334581773,0.4867178454471864
0.48430111555111555,0.4980014351732255,0.5085460317460317,0.46861236823884916,0.4340336134453781,0.51989147614353,0.6275965134657214,0.5337702871410737,0.4807071088652308
0.4538378288378288,0.49385044346852663,0.4765847781847782,0.46409856048792,0.4526610644257703,0.4820982582977324,0.6019365288014648,0.5125468164794007,0.5062578246373611
0.4722749472749473,0.5419653262148741,0.5079886039886039,0.4688515849378404,0.5535014005602241,0.5481018105566248,0.5441270362893761,0.535330836454432,0.47973593803659914
0.4469486531986532,0.5023572548006545,0.5398844118844119,0.4668417532819083,0.49796918767507004,0.532877173215655,0.5501443594197455,0.5023096129837703,0.4577886167394397
0.49292397417397416,0.5181445047217199,0.5020825396825397,0.5015988923602308,0.5481792717086835,0.5013974304805722,0.5850171353457585,0.5837702871410737,0.49484635582756875
0.5477460039960039,0.533856436751916,0.5056293040293041,0.5200333539025537,0.6161764705882353,0.46270832355288477,0.5568549207392455,0.5038701622971287,0.4846905729243323
0.5758727383727383,0.5380265105198196,0.5053362637362637,0.5004940836529994,0.6165266106442577,0.4445335117287138,0.5536148537627341,0.547752808988764,0.4808728127197501
0.4456543456543457,0.5219808834926376,0.4750381766381767,0.4852329127918001,0.6013305322128851,0.5319609408009014,0.6284407617795722,0.4756554307116104,0.5120957742563247
0.4107896732896733,0.5206542208444559,0.4676887260887261,0.4891436294340249,0.599719887955182,0.5839999687025648,0.6213671502120401,0.4375156054931336,0.5265453242285238
0.4689162689162689,0.5033249748844686,0.5170822954822956,0.49875443076496523,0.5558823529411765,0.5092695178630111,0.5903287013129275,0.41666666666666663,0.4802176670918576
0.5612415362415362,0.5097044346852665,0.40531054131054134,0.47204447618392137,0.5180672268907562,0.46216805157817314,0.586348449994523,0.3350811485642946,0.4917653165832638
0.559241452991453,0.4899616521714171,0.47911045991046,0.4967294359268786,0.5647058823529412,0.47299931145642615,0.5221472387837817,0.42103620474406983,0.5097692225138596
0.5017868705368705,0.4717074542897328,0.5439156695156695,0.5017460942501675,0.5901960784313726,0.42716069668090706,0.5913368699435081,0.48370786516853925,0.5306938257371339
0.5285279535279536,0.5152808634002124,0.5524890516890517,0.5173367314704953,0.5832633053221289,0.5272244652050765,0.5805748556405803,0.518227215980025,0.5264421167966769
0.49058857808857814,0.47365001291655906,0.5836027676027676,0.5101379890753714,0.6449579831932774,0.4534168974852511,0.6156381547032221,0.5920099875156055,0.52230271856449
0.5117960742960743,0.47296884525962285,0.4856527472527472,0.5103415494525039,0.6343137254901962,0.5224273508285996,0.6293245231053316,0.5724719101123595,0.525048464611032
0.46342823842823844,0.5008631361405321,0.5199212047212047,0.4989058586590634,0.5406162464985995,0.5635013223166363,0.6039282193324256,0.5043695380774033,0.5506868780560599
0.46929020054020054,0.48769764918625685,0.49884900284900285,0.5281567868720922,0.6569327731092438,0.5477352393471355,0.5552298014177738,0.4774656679151061,0.5345795199022061
0.484438246938247,0.481392588765464,0.48206430606430606,0.5023543231540203,0.6219187675070028,0.5137790870538159,0.5515914745786583,0.48033707865168535,0.5061291236365271
0.4684102934102934,0.5026493068113321,0.48040211640211644,0.49287530522938605,0.5714285714285714,0.5421462998607265,0.5201078196641784,0.4772784019975031,0.49619906090042354
0.5143733581233582,0.4819632825282012,0.42972014652014645,0.4867349921654604,0.5831232492997199,0.4566976511274901,0.4353359779666056,0.4777153558052435,0.4936445920006869
0.5146170958670959,0.5052401733689256,0.4496188848188848,0.4617761715876908,0.5692577030812325,0.4567199505500524,0.4993040232852918,0.5323970037453183,0.4905163320332303
0.5012667887667888,0.49081910502597664,0.42948734228734226,0.47712072406792894,0.5073529411764706,0.48423235215874055,0.5737598391311832,0.4829588014981273,0.5032280392974539
0.4546185296185296,0.482275863256695,0.42691965811965815,0.4422302015371816,0.4303221288515406,0.37218753423156975,0.5401839506752422,0.4373283395755306,0.49099109449868356
0.44635480260480265,0.5043906082264129,0.5060307692307693,0.470164645529979,0.4984593837535014,0.5276074675680328,0.5577472888596781,0.4955680399500625,0.5164348583991561
0.5110796610796611,0.47877955165188435,0.5201321937321939,0.5060470370420481,0.48074229691876746,0.4951066460103594,0.44443688089761046,0.5281523096129838,0.5123305506835762
0.5343122155622156,0.5072620224461093,0.4825904761904762,0.5100774732134437,0.4904761904761905,0.41959375929142606,0.47932843528472835,0.43171036204744073,0.5113071794918969
0.511963036963037,0.48739243950744865,0.41044851444851443,0.4845000379422701,0.4684873949579832,0.4523946450088415,0.502918877048026,0.4345817727840199,0.5085407283847652
0.5128790191290191,0.4787628577169264,0.4442292226292227,0.49425419713078006,0.5411064425770308,0.48386578094925115,0.49749777005774376,0.34918851435705367,0.501426528847569
0.49080109705109703,0.4572199431671402,0.4509509157509157,0.49300520622849325,0.5611344537815126,0.482637356618625,0.48727446285776876,0.361485642946317,0.5034306811027163
0.5427764365264365,0.44921283618932806,0.4581180301180301,0.48838018036990477,0.5851540616246498,0.38321166455408984,0.47345234183058704,0.5225967540574281,0.4786030081235998
0.5199432511932512,0.432337265707971,0.4434998778998779,0.49024368114139766,0.574719887955182,0.35713503278406333,0.44310673990266497,0.450374531835206,0.509045395775074
0.5203185703185703,0.5103055311576108,0.5299929995929997,0.5120394964325442,0.5706582633053221,0.4016337261161448,0.40290244589455887,0.44481897627965045,0.5311107586591767
0.4680252617752617,0.4928363156232957,0.565763776963777,0.4788430795946472,0.6035714285714285,0.40764713706711736,0.43712462638686755,0.44843945068664165,0.5205868570009321
0.51117747992748,0.47137411521570655,0.5213883597883597,0.4317420415843358,0.6166666666666666,0.42610088728228723,0.5352444329687182,0.46647940074906363,0.510421556362328
0.5072816072816073,0.48319206636240997,0.5392029304029304,0.47319795296060496,0.561344537815126,0.4239714880365554,0.5609067649406131,0.48052434456928844,0.5140002166838379
0.4913688163688164,0.5391925370992279,0.48862254782254777,0.5050529699581537,0.47668067226890753,0.4646393753031939,0.5359779666056367,0.5596754057428214,0.5129806277494318
0.4595087782587782,0.5454602485720026,0.4257334961334961,0.4781768207828735,0.4640056022408964,0.4446242742907218,0.5688273633475737,0.5406991260923844,0.5174780950015535
0.4622026122026123,0.5546916157180171,0.37841497761497755,0.5007904439598553,0.4862745098039215,0.5509569190804813,0.5170578846063565,0.4965043695380774,0.49888338678882727
0.4978849853849853,0.49930947501363415,0.4483929995929995,0.47832672392714065,0.4436274509803921,0.4653744738118711,0.5008266435065647,0.49843945068664175,0.49745351467317533
0.5498665686165686,0.4825937024598869,0.5435340659340661,0.48232169005655656,0.5051820728291316,0.4395830399198786,0.45122490336916893,0.4762172284644194,0.4981494638097107
0.49787203537203534,0.5441292689227589,0.5768963776963776,0.4890080490555316,0.5340336134453783,0.44944681783327856,0.45256169506908905,0.48077403245942574,0.4781036060483409
0.4979150479150479,0.5408246964608627,0.5212789580789581,0.48202587643212463,0.5855042016806722,0.4611743580113609,0.4266853668841838,0.4125468164794007,0.4867058987064383
0.43943140193140195,0.5447322368609891,0.5493258445258445,0.47506063135545273,0.6007002801120448,0.5778281144860179,0.4548276293757727,0.4724094881398252,0.4942326571162243
0.4407717282717282,0.5187020063721692,0.4727700447700448,0.5031343452448531,0.5850140056022408,0.4820333161197441,0.47836877767866925,0.44987515605493134,0.4722440933212318
0.4257968882968883,0.46164961106805597,0.4780229548229548,0.5003697039895071,0.5588935574229692,0.5073513763047119,0.45399277029247453,0.4520599250936329,0.47046744734173906
0.39398171273171273,0.4646593874680674,0.48293268213268215,0.47352873112224997,0.4822128851540617,0.5043491698355319,0.37943719387196223,0.4824594257178528,0.46000940990449557
0.5288947163947164,0.46953332759264044,0.45892389092389096,0.4754804560053005,0.501750700280112,0.3985556233666651,0.4849979656667136,0.4722846441947565,0.5112529180771558
0.5034090909090909,0.5032787393438388,0.5096126984126984,0.48588508100135436,0.5032913165266106,0.35686509240567743,0.48012260770229875,0.4455680399500624,0.5254989635971151
0.4862267362267362,0.4669999483337639,0.5277886853886853,0.4749217124493589,0.5567927170868348,0.45935636824562226,0.4056358856391718,0.4729088639200999,0.4998800143910775
0.5129238816738816,0.4887566233244353,0.5351355311355311,0.45792207226365156,0.5137254901960784,0.5088039685147803,0.45860405614759864,0.4867665418227216,0.46646625864691166
0.5783475783475782,0.4661657338040702,0.5094928774928775,0.47367240114568016,0.46484593837535015,0.44703182949157316,0.5112119149335712,0.44419475655430707,0.5007722872614434
0.5755869130869131,0.5155032922873791,0.47658705738705737,0.47337952329214195,0.5873249299719888,0.5128296011141886,0.5130975854028762,0.43008739076154806,0.5185113380840243
0.5906103156103156,0.48988980165906026,0.43820203500203503,0.47911690042830646,0.6509803921568628,0.539944525296152,0.5452944306214105,0.512047440699126,0.5215087470768124
0.46810920560920566,0.45909248830333826,0.421835409035409,0.4692608281062219,0.5513305322128852,0.5316647888205561,0.4856434752672019,0.49332084893882644,0.4803022213159659
0.48112813112813113,0.4565075691035908,0.4600045584045584,0.4553244840586581,0.6304621848739496,0.5182428837456771,0.3483584495250614,0.4619225967540574,0.47019809246676153
0.4552533115033116,0.49475556703694135,0.42786064306064303,0.49014515830162164,0.4920868347338936,0.46737633600926404,0.40320720466957727,0.46541822721598003,0.5064650132258908
0.436526899026899,0.5010867935359797,0.4421473341473342,0.49111739730537335,0.4579131652661064,0.3956265746522073,0.42285456081874084,0.3273408239700374,0.5015138013295393
0.45371873496873494,0.5182237836906914,0.43511501831501836,0.479941816754326,0.39880952380952384,0.5068177550349748,0.42726084847346757,0.46498127340823975,0.5043378816497408
0.5315719003219004,0.5059172651339017,0.49362214082214084,0.47562174360711973,0.5646358543417367,0.519818318388808,0.40802114141746076,0.5522471910112359,0.49387713004300976
0.5534035409035409,0.5013124486925572,0.43060643060643056,0.48591919531798267,0.6393557422969188,0.4754882399887329,0.4340304837018606,0.5704744069912608,0.5054812936433957
0.5342174029674029,0.5131681621171676,0.4833110297110297,0.49278488654476893,0.546218487394958,0.4895443093438493,0.466643584808225,0.47927590511860174,0.523830579813243
0.5323597698597698,0.5232954906857257,0.4930582010582011,0.4853834904653135,0.5279411764705882,0.5008176454939517,0.5150990563823294,0.5219101123595505,0.5145451044784053
0.5531207218707219,0.5036291627199404,0.46861245421245423,0.49152732716021424,0.6591036414565827,0.4497879598766882,0.471191884575059,0.5700374531835205,0.5151261984047164
0.47545556295556296,0.49345177530927986,0.4512664224664224,0.5118243631728209,0.5651960784313725,0.46804258016055583,0.5470020969281568,0.550936329588015,0.5311151884127295
0.4882316757316758,0.5184386578259996,0.46895824175824175,0.4846011518371216,0.559593837535014,0.4539160915762953,0.4664049418650141,0.44581772784019974,0.5175291204680371
0.44005624005624,0.52315704813571,0.4717111925111925,0.46871565160799733,0.6034313725490196,0.5091239847894464,0.44085723674944843,0.4584269662921348,0.4964035445183077
0.4688135938135938,0.5065030454375844,0.46782775742775745,0.49340065723463,0.5936974789915966,0.43385326197518115,0.4643627842198331,0.39294631710362043,0.5129024483229488
0.5184114496614496,0.5014410976204827,0.5377953601953601,0.5169549910556246,0.6168767507002801,0.5287580395286607,0.4308862651205733,0.4800249687890137,0.5076877856751543
0.5753415565915566,0.4954651626051264,0.5211493691493692,0.4803195896038572,0.5584033613445378,0.5806049794219363,0.41615495360155225,0.37883895131086137,0.511216488617966
0.5417494542494543,0.534597433910273,0.514766625966626,0.471630621510071,0.4402661064425771,0.5985000704192291,0.43779791246107386,0.45362047440699127,0.5254339620230911
0.6024672087172087,0.5315962455868423,0.5248950752950753,0.4714881209321131,0.5415966386554621,0.5830829538519319,0.4661193527690406,0.3138576779026217,0.5398161979345534
0.5124847374847374,0.4617290852205862,0.5278472934472934,0.47073756674947304,0.5172268907563026,0.45242828975165483,0.5328137959094252,0.4237203495630462,0.515411678850022
0.4883921633921634,0.4911073452165676,0.49906520146520145,0.44293886745363054,0.5612745098039216,0.47477231115910057,0.5606747727023771,0.5339575530586766,0.469235791877218
0.47181152181152186,0.4622578030368265,0.4504989824989825,0.45773885992400165,0.6427170868347339,0.4873679639453547,0.5427718573462904,0.549250936329588,0.4756384200886359
